|purchaseorderid|vendorid|employeeid|subtotal  |
|2,032          |1,556   |260       |25,531.275 |
|2,033          |1,554   |250       |415.3275   |
|2,034          |1,688   |254       |125.748    |
|2,035          |1,580   |257       |150.7905   |
|2,036          |1,496   |261       |484.407    |
|2,037          |1,494   |251       |8,847.3    |
|2,038          |1,650   |253       |171.0765   |
|2,039          |1,654   |255       |20,397.3   |
|2,040          |1,664   |256       |14,628.075 |
|2,041          |1,678   |259       |25,334.925 |
|2,042          |1,616   |260       |272.4435   |
|2,043          |1,492   |258       |415.3275   |
|2,044          |1,602   |254       |270.8055   |
|2,045          |1,540   |257       |1,814.6835 |
|2,046          |1,628   |261       |34,644.225 |
|2,047          |1,604   |251       |1,839.5055 |
|2,048          |1,690   |253       |146.286    |
|2,049          |1,566   |255       |102.564    |
|2,050          |1,698   |256       |150.7905   |
|2,051          |1,560   |252       |13,669.425 |
|2,052          |1,692   |260       |6,444.9    |
|2,053          |1,696   |258       |50,860.425 |
|2,054          |1,504   |254       |551.88     |
|2,055          |1,544   |257       |6,987.75   |
|2,056          |1,530   |261       |28,072.275 |
|2,057          |1,508   |250       |37,312.275 |
|2,058          |1,694   |253       |7,623      |
|2,059          |1,624   |255       |28,297.5   |
|2,060          |1,548   |256       |59.9445    |
|2,061          |1,598   |259       |222.0435   |
|2,062          |1,658   |260       |43,878.45  |
|2,063          |1,536   |258       |345.555    |
|2,064          |1,568   |254       |15,153.6   |
|2,065          |1,648   |252       |142.4115   |
|2,066          |1,646   |261       |48,030.675 |
|2,067          |1,672   |251       |823.41     |
|2,068          |1,600   |253       |1,276.275  |
|2,069          |1,522   |255       |2,003.925  |
|2,070          |1,570   |256       |50,860.425 |
|2,071          |1,516   |259       |454.86     |
|2,072          |1,506   |260       |43,878.45  |
|2,073          |1,626   |258       |7,132.125  |
|2,074          |1,542   |254       |28,343.7   |
|2,075          |1,610   |257       |22,516.725 |
|2,076          |1,638   |261       |34,644.225 |
|2,077          |1,582   |251       |364.9275   |
|2,078          |1,510   |253       |143.0415   |
|2,079          |1,526   |255       |28,199.325 |
|2,080          |1,644   |256       |3,713.325  |
|2,081          |1,680   |259       |19,952.625 |
|2,082          |1,584   |260       |6,540.66   |
|2,083          |1,620   |258       |5,711.475  |
|2,084          |1,666   |254       |279.783    |
|2,085          |1,592   |257       |97.965     |
|2,086          |1,618   |261       |114.471    |
|2,087          |1,612   |251       |132.6465   |
|2,088          |1,586   |253       |43,878.45  |
|2,089          |1,500   |252       |418.95     |
|2,090          |1,656   |256       |404.145    |
|2,091          |1,572   |259       |461.79     |
|2,092          |1,562   |260       |247.2435   |
|2,093          |1,662   |258       |37.0755    |
|2,094          |1,682   |254       |21,558.075 |
|2,095          |1,686   |257       |533.547    |
|2,096          |1,684   |261       |86,220.75  |
|2,097          |1,534   |251       |776.79     |
|2,098          |1,614   |253       |136.647    |
|2,099          |1,588   |255       |40,471.2   |
|2,100          |1,622   |252       |427.455    |
|2,101          |1,632   |259       |23,671.725 |
|2,102          |1,608   |260       |5,948.25   |
|2,103          |1,576   |258       |91,117.95  |
|2,104          |1,590   |250       |525        |
|2,105          |1,514   |257       |2,003.6835 |
|2,106          |1,498   |261       |26,455.275 |
|2,107          |1,674   |251       |944.37     |
|2,108          |1,652   |253       |51,588.075 |
|2,109          |1,578   |255       |62,843.55  |
|2,110          |1,538   |256       |37,843.575 |
|2,111          |1,556   |259       |25,531.275 |
|2,112          |1,554   |260       |272.7585   |
|2,113          |1,688   |258       |125.748    |
|2,114          |1,580   |254       |150.7905   |
|2,115          |1,496   |257       |111.5415   |
|2,116          |1,494   |261       |8,847.3    |
|2,117          |1,650   |251       |171.0765   |
|2,118          |1,654   |253       |20,397.3   |
|2,119          |1,664   |255       |14,628.075 |
|2,120          |1,678   |256       |58,685.55  |
|2,121          |1,616   |259       |500.5665   |
|2,122          |1,492   |250       |272.7585   |
|2,123          |1,602   |258       |1,525.23   |
|2,124          |1,540   |254       |260.1585   |
|2,125          |1,628   |257       |34,644.225 |
|2,126          |1,604   |261       |1,839.5055 |
|2,127          |1,690   |251       |146.286    |
|2,128          |1,566   |253       |102.564    |
|2,129          |1,698   |255       |150.7905   |
|2,130          |1,560   |256       |13,669.425 |
|2,131          |1,692   |259       |9,948.33   |
|2,132          |1,696   |260       |34,118.7   |
|2,133          |1,504   |250       |551.88     |
|2,134          |1,544   |254       |3,811.5    |
|2,135          |1,530   |257       |28,072.275 |
|2,136          |1,508   |261       |37,312.275 |
|2,137          |1,694   |251       |7,623      |
|2,138          |1,624   |253       |28,297.5   |
|2,139          |1,548   |255       |59.9445    |
|2,140          |1,598   |256       |370.755    |
|2,141          |1,658   |259       |43,878.45  |
|2,142          |1,536   |260       |272.1285   |
|2,143          |1,568   |258       |21,252     |
|2,144          |1,648   |254       |142.4115   |
|2,145          |1,646   |257       |48,030.675 |
|2,146          |1,672   |261       |50,983.9365|
|2,147          |1,600   |251       |1,276.275  |
|2,148          |1,522   |253       |2,003.925  |
|2,149          |1,570   |255       |50,860.425 |
|2,150          |1,516   |256       |454.86     |
|2,151          |1,506   |252       |43,878.45  |
|2,152          |1,626   |260       |7,132.125  |
|2,153          |1,542   |258       |28,343.7   |
|2,154          |1,610   |254       |22,516.725 |
|2,155          |1,638   |257       |34,644.225 |
|2,156          |1,582   |261       |564.1965   |
|2,157          |1,510   |250       |143.0415   |
|2,158          |1,526   |253       |28,199.325 |
|2,159          |1,644   |255       |3,713.325  |
|2,160          |1,680   |256       |63,831.075 |
|2,161          |1,584   |259       |9,799.65   |
|2,162          |1,620   |260       |5,711.475  |
|2,163          |1,666   |258       |416.745    |
|2,164          |1,592   |254       |97.965     |
|2,165          |1,618   |252       |114.471    |
|2,166          |1,612   |261       |132.6465   |
|2,167          |1,586   |251       |43,878.45  |
|2,168          |1,500   |253       |418.95     |
|2,169          |1,656   |255       |633.7485   |
|2,170          |1,572   |256       |461.79     |
|2,171          |1,562   |259       |475.209    |
|2,172          |1,662   |260       |37.0755    |
|2,173          |1,682   |258       |21,558.075 |
|2,174          |1,686   |254       |259.8435   |
|2,175          |1,684   |257       |86,220.75  |
|2,176          |1,534   |261       |484.407    |
|2,177          |1,614   |251       |837.9      |
|2,178          |1,588   |253       |40,471.2   |
|2,179          |1,622   |255       |661.878    |
|2,180          |1,632   |256       |62,092.8   |
|2,181          |1,608   |259       |5,948.25   |
|2,182          |1,576   |260       |91,117.95  |
|2,183          |1,590   |258       |525        |
|2,184          |1,514   |254       |281.8935   |
|2,185          |1,498   |257       |26,455.275 |
|2,186          |1,674   |261       |944.37     |
|2,187          |1,652   |251       |51,588.075 |
|2,188          |1,578   |253       |62,843.55  |
|2,189          |1,538   |252       |37,843.575 |
|2,190          |1,556   |256       |25,531.275 |
|2,191          |1,554   |259       |501.1965   |
|2,192          |1,688   |260       |125.748    |
|2,193          |1,580   |258       |150.7905   |
|2,194          |1,496   |254       |279.783    |
|2,195          |1,494   |257       |8,847.3    |
|2,196          |1,650   |261       |171.0765   |
|2,197          |1,654   |251       |20,397.3   |
|2,198          |1,664   |253       |14,628.075 |
|2,199          |1,678   |255       |58,685.55  |
|2,200          |1,616   |252       |358.155    |
|2,201          |1,492   |259       |501.1965   |
|2,202          |1,602   |260       |270.8055   |
|2,203          |1,540   |258       |371.2275   |
|2,204          |1,628   |250       |34,644.225 |
|2,205          |1,604   |257       |1,839.5055 |
|2,206          |1,690   |261       |146.286    |
|2,207          |1,566   |251       |102.564    |
|2,208          |1,698   |253       |150.7905   |
|2,209          |1,560   |255       |13,669.425 |
|2,210          |1,692   |256       |9,637.11   |
|2,211          |1,696   |259       |39,258.45  |
|2,212          |1,504   |260       |551.88     |
|2,213          |1,544   |258       |3,176.25   |
|2,214          |1,530   |254       |28,072.275 |
|2,215          |1,508   |257       |37,312.275 |
|2,216          |1,694   |261       |7,623      |
|2,217          |1,624   |251       |28,297.5   |
|2,218          |1,548   |253       |59.9445    |
|2,219          |1,598   |255       |567.378    |
|2,220          |1,658   |256       |43,878.45  |
|2,221          |1,536   |259       |525.7665   |
|2,222          |1,568   |250       |10,914.75  |
|2,223          |1,648   |258       |142.4115   |
|2,224          |1,646   |254       |28,794.15  |
|2,225          |1,672   |257       |51,807.3465|
|2,226          |1,600   |261       |1,276.275  |
|2,227          |1,522   |251       |2,003.925  |
|2,228          |1,570   |253       |50,860.425 |
|2,229          |1,516   |255       |454.86     |
|2,230          |1,506   |256       |43,878.45  |
|2,231          |1,626   |259       |7,132.125  |
|2,232          |1,542   |260       |28,343.7   |
|2,233          |1,610   |250       |22,516.725 |
|2,234          |1,638   |254       |34,644.225 |
|2,235          |1,582   |257       |1,151.4825 |
|2,236          |1,510   |261       |143.0415   |
|2,237          |1,526   |251       |28,199.325 |
|2,238          |1,644   |253       |3,713.325  |
|2,239          |1,680   |255       |63,831.075 |
|2,240          |1,584   |256       |9,585.45   |
|2,241          |1,620   |259       |5,711.475  |
|2,242          |1,666   |260       |273.7035   |
|2,243          |1,592   |258       |97.965     |
|2,244          |1,618   |254       |114.471    |
|2,245          |1,612   |257       |132.6465   |
|2,246          |1,586   |261       |43,878.45  |
|2,247          |1,500   |251       |418.95     |
|2,248          |1,656   |253       |607.8555   |
|2,249          |1,572   |255       |461.79     |
|2,250          |1,562   |256       |414.918    |
|2,251          |1,662   |252       |37.0755    |
|2,252          |1,682   |260       |21,558.075 |
|2,253          |1,686   |258       |364.455    |
|2,254          |1,684   |254       |41,048.7   |
|2,255          |1,534   |257       |111.5415   |
|2,256          |1,614   |261       |390.6      |
|2,257          |1,588   |250       |40,471.2   |
|2,258          |1,622   |253       |136.332    |
|2,259          |1,632   |255       |62,092.8   |
|2,260          |1,608   |256       |5,948.25   |
|2,261          |1,576   |259       |91,117.95  |
|2,262          |1,590   |260       |525        |
|2,263          |1,514   |258       |1,721.79   |
|2,264          |1,498   |254       |26,455.275 |
|2,265          |1,674   |252       |944.37     |
|2,266          |1,652   |261       |51,588.075 |
|2,267          |1,578   |251       |62,843.55  |
|2,268          |1,538   |253       |37,843.575 |
|2,269          |1,556   |255       |25,531.275 |
|2,270          |1,554   |256       |358.6275   |
|2,271          |1,688   |259       |125.748    |
|2,272          |1,580   |260       |150.7905   |
|2,273          |1,496   |258       |416.745    |
|2,274          |1,494   |254       |8,847.3    |
|2,275          |1,650   |257       |171.0765   |
|2,276          |1,654   |261       |20,397.3   |
|2,277          |1,664   |251       |14,628.075 |
|2,278          |1,678   |253       |58,685.55  |
|2,279          |1,616   |255       |599.4135   |
|2,280          |1,492   |256       |358.6275   |
|2,281          |1,602   |259       |1,525.23   |
|2,282          |1,540   |260       |228.438    |
|2,283          |1,628   |258       |34,644.225 |
|2,284          |1,604   |254       |257.5755   |
|2,285          |1,690   |257       |146.286    |
|2,286          |1,566   |261       |102.564    |
|2,287          |1,698   |251       |150.7905   |
|2,288          |1,560   |253       |13,669.425 |
|2,289          |1,692   |252       |6,756.12   |
|2,290          |1,696   |256       |50,860.425 |
|2,291          |1,504   |259       |551.88     |
|2,292          |1,544   |260       |3,811.5    |
|2,293          |1,530   |258       |28,072.275 |
|2,294          |1,508   |254       |35,394.975 |
|2,295          |1,694   |257       |7,623      |
|2,296          |1,624   |261       |28,297.5   |
|2,297          |1,548   |251       |59.9445    |
|2,298          |1,598   |253       |117.432    |
|2,299          |1,658   |255       |43,878.45  |
|2,300          |1,536   |252       |377.055    |
|2,301          |1,568   |259       |18,220.125 |
|2,302          |1,648   |260       |142.4115   |
|2,303          |1,646   |258       |19,236.525 |
|2,304          |1,672   |250       |285.0435   |
|2,305          |1,600   |257       |1,276.275  |
|2,306          |1,522   |261       |2,003.925  |
|2,307          |1,570   |251       |50,860.425 |
|2,308          |1,516   |253       |454.86     |
|2,309          |1,506   |255       |43,878.45  |
|2,310          |1,626   |256       |7,132.125  |
|2,311          |1,542   |259       |28,343.7   |
|2,312          |1,610   |260       |22,516.725 |
|2,313          |1,638   |258       |34,644.225 |
|2,314          |1,582   |254       |278.838    |
|2,315          |1,510   |257       |143.0415   |
|2,316          |1,526   |261       |28,199.325 |
|2,317          |1,644   |251       |3,713.325  |
|2,318          |1,680   |253       |63,831.075 |
|2,319          |1,584   |255       |6,754.86   |
|2,320          |1,620   |256       |5,711.475  |
|2,321          |1,666   |259       |503.0865   |
|2,322          |1,592   |250       |97.965     |
|2,323          |1,618   |258       |114.471    |
|2,324          |1,612   |254       |132.6465   |
|2,325          |1,586   |257       |43,878.45  |
|2,326          |1,500   |261       |418.95     |
|2,327          |1,656   |251       |824.355    |
|2,328          |1,572   |253       |461.79     |
|2,329          |1,562   |255       |630.378    |
|2,330          |1,662   |256       |37.0755    |
|2,331          |1,682   |259       |21,558.075 |
|2,332          |1,686   |260       |234.6435   |
|2,333          |1,684   |250       |45,172.05  |
|2,334          |1,534   |254       |279.783    |
|2,335          |1,614   |257       |1,228.5    |
|2,336          |1,588   |261       |40,471.2   |
|2,337          |1,622   |251       |836.01     |
|2,338          |1,632   |253       |62,092.8   |
|2,339          |1,608   |255       |5,948.25   |
|2,340          |1,576   |256       |91,117.95  |
|2,341          |1,590   |259       |525        |
|2,342          |1,514   |260       |281.8935   |
|2,343          |1,498   |258       |26,455.275 |
|2,344          |1,674   |254       |944.37     |
|2,345          |1,652   |257       |51,588.075 |
|2,346          |1,578   |261       |62,843.55  |
|2,347          |1,538   |251       |37,843.575 |
|2,348          |1,556   |253       |25,531.275 |
|2,349          |1,554   |255       |234.9585   |
|2,350          |1,688   |256       |125.748    |
|2,351          |1,580   |252       |150.7905   |
|2,352          |1,496   |260       |273.7035   |
|2,353          |1,494   |258       |8,847.3    |
|2,354          |1,650   |254       |171.0765   |
|2,355          |1,654   |257       |20,397.3   |
|2,356          |1,664   |261       |14,628.075 |
|2,357          |1,678   |250       |58,685.55  |
|2,358          |1,616   |253       |693.378    |
|2,359          |1,492   |255       |234.9585   |
|2,360          |1,602   |256       |1,796.0355 |
|2,361          |1,540   |259       |514.7415   |
|2,362          |1,628   |260       |34,644.225 |
|2,363          |1,604   |258       |1,581.93   |
|2,364          |1,690   |254       |146.286    |
|2,365          |1,566   |252       |102.564    |
|2,366          |1,698   |261       |150.7905   |
|2,367          |1,560   |251       |13,669.425 |
|2,368          |1,692   |253       |16,393.23  |
|2,369          |1,696   |255       |79,204.125 |
|2,370          |1,504   |256       |551.88     |
|2,371          |1,544   |259       |3,176.25   |
|2,372          |1,530   |260       |28,072.275 |
|2,373          |1,508   |258       |1,917.3    |
|2,374          |1,694   |254       |4,215.75   |
|2,375          |1,624   |257       |28,297.5   |
|2,376          |1,548   |261       |59.9445    |
|2,377          |1,598   |251       |722.61     |
|2,378          |1,658   |253       |43,878.45  |
|2,379          |1,536   |255       |592.7985   |
|2,380          |1,568   |256       |13,825.35  |
|2,381          |1,648   |259       |142.4115   |
|2,382          |1,646   |260       |28,794.15  |
|2,383          |1,672   |258       |408.555    |
|2,384          |1,600   |254       |1,276.275  |
|2,385          |1,522   |257       |2,003.925  |
|2,386          |1,570   |261       |50,860.425 |
|2,387          |1,516   |251       |454.86     |
|2,388          |1,506   |253       |43,878.45  |
|2,389          |1,626   |252       |7,132.125  |
|2,390          |1,542   |256       |28,343.7   |
|2,391          |1,610   |259       |22,516.725 |
|2,392          |1,638   |260       |34,644.225 |
|2,393          |1,582   |258       |415.3275   |
|2,394          |1,510   |254       |143.0415   |
|2,395          |1,526   |257       |28,199.325 |
|2,396          |1,644   |261       |3,713.325  |
|2,397          |1,680   |251       |63,831.075 |
|2,398          |1,584   |253       |16,340.31  |
|2,399          |1,620   |255       |5,711.475  |
|2,400          |1,666   |252       |360.045    |
|2,401          |1,592   |259       |97.965     |
|2,402          |1,618   |260       |114.471    |
|2,403          |1,612   |258       |132.6465   |
|2,404          |1,586   |250       |43,878.45  |
|2,405          |1,500   |257       |418.95     |
|2,406          |1,656   |261       |525.7665   |
|2,407          |1,572   |251       |461.79     |
|2,408          |1,562   |253       |481.887    |
|2,409          |1,662   |255       |37.0755    |
|2,410          |1,682   |256       |21,558.075 |
|2,411          |1,686   |259       |475.6815   |
|2,412          |1,684   |260       |41,048.7   |
|2,413          |1,534   |258       |416.745    |
|2,414          |1,614   |254       |279.153    |
|2,415          |1,588   |257       |40,471.2   |
|2,416          |1,622   |261       |389.655    |
|2,417          |1,632   |251       |62,092.8   |
|2,418          |1,608   |253       |5,948.25   |
|2,419          |1,576   |255       |91,117.95  |
|2,420          |1,590   |256       |525        |
|2,421          |1,514   |259       |1,721.79   |
|2,422          |1,498   |250       |26,455.275 |
|2,423          |1,674   |258       |944.37     |
|2,424          |1,652   |254       |44,594.55  |
|2,425          |1,578   |257       |62,843.55  |
|2,426          |1,538   |261       |37,843.575 |
|2,427          |1,556   |251       |25,531.275 |
|2,428          |1,554   |253       |694.1655   |
|2,429          |1,688   |255       |125.748    |
|2,430          |1,580   |256       |150.7905   |
|2,431          |1,496   |259       |503.0865   |
|2,432          |1,494   |260       |8,847.3    |
|2,433          |1,650   |250       |171.0765   |
|2,434          |1,654   |254       |20,397.3   |
|2,435          |1,664   |257       |14,628.075 |
|2,436          |1,678   |261       |58,685.55  |
|2,437          |1,616   |251       |773.01     |
|2,438          |1,492   |253       |694.1655   |
|2,439          |1,602   |255       |1,796.0355 |
|2,440          |1,540   |256       |416.745    |
|2,441          |1,628   |259       |34,644.225 |
|2,442          |1,604   |260       |257.5755   |
|2,443          |1,690   |258       |146.286    |
|2,444          |1,566   |254       |102.564    |
|2,445          |1,698   |257       |150.7905   |
|2,446          |1,560   |261       |13,669.425 |
|2,447          |1,692   |251       |16,393.23  |
|2,448          |1,696   |253       |22,516.725 |
|2,449          |1,504   |255       |551.88     |
|2,450          |1,544   |256       |6,987.75   |
|2,451          |1,530   |252       |28,072.275 |
|2,452          |1,508   |260       |35,394.975 |
|2,453          |1,694   |258       |3,407.25   |
|2,454          |1,624   |254       |28,297.5   |
|2,455          |1,548   |257       |59.9445    |
|2,456          |1,598   |261       |332.955    |
|2,457          |1,658   |250       |43,878.45  |
|2,458          |1,536   |253       |544.572    |
|2,459          |1,568   |255       |36,405.6   |
|2,460          |1,648   |256       |142.4115   |
|2,461          |1,646   |259       |19,236.525 |
|2,462          |1,672   |260       |253.323    |
|2,463          |1,600   |258       |1,276.275  |
|2,464          |1,522   |254       |2,003.925  |
|2,465          |1,570   |252       |50,860.425 |
|2,466          |1,516   |261       |454.86     |
|2,467          |1,506   |251       |43,878.45  |
|2,468          |1,626   |253       |7,132.125  |
|2,469          |1,542   |255       |28,343.7   |
|2,470          |1,610   |256       |22,516.725 |
|2,471          |1,638   |259       |34,644.225 |
|2,472          |1,582   |260       |272.7585   |
|2,473          |1,510   |258       |143.0415   |
|2,474          |1,526   |254       |28,199.325 |
|2,475          |1,644   |257       |3,713.325  |
|2,476          |1,680   |261       |63,831.075 |
|2,477          |1,584   |251       |16,340.31  |
|2,478          |1,620   |253       |5,711.475  |
|2,479          |1,666   |255       |235.9035   |
|2,480          |1,592   |256       |97.965     |
|2,481          |1,618   |259       |114.471    |
|2,482          |1,612   |260       |132.6465   |
|2,483          |1,586   |258       |43,878.45  |
|2,484          |1,500   |254       |418.95     |
|2,485          |1,656   |257       |3,413.2455 |
|2,486          |1,572   |261       |461.79     |
|2,487          |1,562   |251       |760.41     |
|2,488          |1,662   |253       |37.0755    |
|2,489          |1,682   |252       |21,558.075 |
|2,490          |1,686   |256       |422.1      |
|2,491          |1,684   |259       |45,172.05  |
|2,492          |1,534   |260       |273.7035   |
|2,493          |1,614   |258       |415.8      |
|2,494          |1,588   |254       |40,471.2   |
|2,495          |1,622   |257       |1,225.665  |
|2,496          |1,632   |261       |62,092.8   |
|2,497          |1,608   |251       |5,948.25   |
|2,498          |1,576   |253       |91,117.95  |
|2,499          |1,590   |255       |525        |
|2,500          |1,514   |252       |2,003.6835 |
|2,501          |1,498   |259       |26,455.275 |
|2,502          |1,674   |260       |944.37     |
|2,503          |1,652   |258       |6,993.525  |
|2,504          |1,578   |250       |36,122.625 |
|2,505          |1,538   |257       |37,843.575 |
|2,506          |1,556   |261       |25,531.275 |
|2,507          |1,554   |251       |773.955    |
|2,508          |1,688   |253       |125.748    |
|2,509          |1,580   |255       |150.7905   |
|2,510          |1,496   |256       |360.045    |
|2,511          |1,494   |259       |8,847.3    |
|2,512          |1,650   |260       |171.0765   |
|2,513          |1,654   |258       |20,397.3   |
|2,514          |1,664   |254       |14,628.075 |
|2,515          |1,678   |257       |58,685.55  |
|2,516          |1,616   |261       |481.887    |
|2,517          |1,492   |251       |773.955    |
|2,518          |1,602   |253       |1,796.0355 |
|2,519          |1,540   |255       |658.9485   |
|2,520          |1,628   |256       |34,644.225 |
|2,521          |1,604   |259       |1,581.93   |
|2,522          |1,690   |250       |146.286    |
|2,523          |1,566   |258       |102.564    |
|2,524          |1,698   |254       |150.7905   |
|2,525          |1,560   |257       |13,669.425 |
|2,526          |1,692   |261       |13,458.69  |
|2,527          |1,696   |251       |101,720.85 |
|2,528          |1,504   |253       |551.88     |
|2,529          |1,544   |255       |6,987.75   |
|2,530          |1,530   |256       |28,072.275 |
|2,531          |1,508   |259       |1,917.3    |
|2,532          |1,694   |260       |4,215.75   |
|2,533          |1,624   |250       |28,297.5   |
|2,534          |1,548   |254       |59.9445    |
|2,535          |1,598   |257       |1,055.565  |
|2,536          |1,658   |261       |43,878.45  |
|2,537          |1,536   |251       |722.4525   |
|2,538          |1,568   |253       |24,318.525 |
|2,539          |1,648   |255       |142.4115   |
|2,540          |1,646   |256       |48,030.675 |
|2,541          |1,672   |259       |50,860.425 |
|2,542          |1,600   |260       |1,276.275  |
|2,543          |1,522   |258       |2,003.925  |
|2,544          |1,570   |254       |28,343.7   |
|2,545          |1,516   |257       |454.86     |
|2,546          |1,506   |261       |43,878.45  |
|2,547          |1,626   |251       |7,132.125  |
|2,548          |1,542   |253       |28,343.7   |
|2,549          |1,610   |255       |22,516.725 |
|2,550          |1,638   |256       |34,644.225 |
|2,551          |1,582   |252       |501.1965   |
|2,552          |1,510   |260       |143.0415   |
|2,553          |1,526   |258       |28,199.325 |
|2,554          |1,644   |254       |3,713.325  |
|2,555          |1,680   |257       |63,831.075 |
|2,556          |1,584   |261       |13,361.04  |
|2,557          |1,620   |250       |5,711.475  |
|2,558          |1,666   |253       |696.528    |
|2,559          |1,592   |255       |97.965     |
|2,560          |1,618   |256       |114.471    |
|2,561          |1,612   |259       |132.6465   |
|2,562          |1,586   |260       |43,878.45  |
|2,563          |1,500   |258       |418.95     |
|2,564          |1,656   |254       |272.4435   |
|2,565          |1,572   |252       |461.79     |
|2,566          |1,562   |261       |462.7665   |
|2,567          |1,662   |251       |37.0755    |
|2,568          |1,682   |253       |21,558.075 |
|2,569          |1,686   |255       |663.6735   |
|2,570          |1,684   |256       |65,240.175 |
|2,571          |1,534   |259       |503.0865   |
|2,572          |1,614   |260       |273.0735   |
|2,573          |1,588   |258       |40,471.2   |
|2,574          |1,622   |254       |278.523    |
|2,575          |1,632   |257       |62,092.8   |
|2,576          |1,608   |261       |5,948.25   |
|2,577          |1,576   |251       |91,117.95  |
|2,578          |1,590   |253       |525        |
|2,579          |1,514   |255       |2,003.6835 |
|2,580          |1,498   |256       |26,455.275 |
|2,581          |1,674   |259       |944.37     |
|2,582          |1,652   |260       |44,594.55  |
|2,583          |1,578   |258       |26,720.925 |
|2,584          |1,538   |254       |37,843.575 |
|2,585          |1,556   |257       |25,531.275 |
|2,586          |1,554   |261       |482.517    |
|2,587          |1,688   |251       |125.748    |
|2,588          |1,580   |253       |150.7905   |
|2,589          |1,496   |252       |235.9035   |
|2,590          |1,494   |256       |8,847.3    |
|2,591          |1,650   |259       |171.0765   |
|2,592          |1,654   |260       |20,397.3   |
|2,593          |1,664   |258       |14,628.075 |
|2,594          |1,678   |254       |33,350.625 |
|2,595          |1,616   |257       |475.6815   |
|2,596          |1,492   |261       |482.517    |
|2,597          |1,602   |251       |1,796.0355 |
|2,598          |1,540   |253       |602.2485   |
|2,599          |1,628   |255       |34,644.225 |
|2,600          |1,604   |252       |1,839.5055 |
|2,601          |1,690   |259       |146.286    |
|2,602          |1,566   |260       |102.564    |
|2,603          |1,698   |258       |150.7905   |
|2,604          |1,560   |250       |13,669.425 |
|2,605          |1,692   |257       |2,934.54   |
|2,606          |1,696   |261       |50,860.425 |
|2,607          |1,504   |251       |551.88     |
|2,608          |1,544   |253       |6,987.75   |
|2,609          |1,530   |255       |28,072.275 |
|2,610          |1,508   |256       |37,312.275 |
|2,611          |1,694   |259       |3,407.25   |
|2,612          |1,624   |260       |28,297.5   |
|2,613          |1,548   |258       |59.9445    |
|2,614          |1,598   |254       |240.723    |
|2,615          |1,658   |257       |43,878.45  |
|2,616          |1,536   |261       |544.7295   |
|2,617          |1,568   |251       |18,641.7   |
|2,618          |1,648   |253       |142.4115   |
|2,619          |1,646   |255       |48,030.675 |
|2,620          |1,672   |256       |421.155    |
|2,621          |1,600   |259       |1,276.275  |
|2,622          |1,522   |250       |2,003.925  |
|2,623          |1,570   |258       |22,516.725 |
|2,624          |1,516   |254       |454.86     |
|2,625          |1,506   |257       |43,878.45  |
|2,626          |1,626   |261       |7,132.125  |
|2,627          |1,542   |251       |28,343.7   |
|2,628          |1,610   |253       |22,516.725 |
|2,629          |1,638   |255       |34,644.225 |
|2,630          |1,582   |256       |247.5585   |
|2,631          |1,510   |259       |143.0415   |
|2,632          |1,526   |260       |28,199.325 |
|2,633          |1,644   |250       |3,713.325  |
|2,634          |1,680   |254       |43,878.45  |
|2,635          |1,584   |257       |2,979.27   |
|2,636          |1,620   |261       |5,711.475  |
|2,637          |1,666   |251       |776.79     |
|2,638          |1,592   |253       |97.965     |
|2,639          |1,618   |255       |114.471    |
|2,640          |1,612   |256       |132.6465   |
|2,641          |1,586   |259       |43,878.45  |
|2,642          |1,500   |260       |418.95     |
|2,643          |1,656   |258       |389.655    |
|2,644          |1,572   |254       |461.79     |
|2,645          |1,562   |257       |1,656.837  |
|2,646          |1,662   |261       |37.0755    |
|2,647          |1,682   |251       |21,558.075 |
|2,648          |1,686   |253       |624.2985   |
|2,649          |1,684   |255       |20,980.575 |
|2,650          |1,534   |256       |360.045    |
|2,651          |1,614   |252       |260.4735   |
|2,652          |1,588   |260       |40,471.2   |
|2,653          |1,622   |258       |414.855    |
|2,654          |1,632   |254       |38,421.075 |
|2,655          |1,608   |257       |5,948.25   |
|2,656          |1,576   |261       |91,117.95  |
|2,657          |1,590   |250       |525        |
|2,658          |1,514   |253       |2,003.6835 |
|2,659          |1,498   |255       |26,455.275 |
|2,660          |1,674   |256       |944.37     |
|2,661          |1,652   |259       |6,993.525  |
|2,662          |1,578   |260       |36,122.625 |
|2,663          |1,538   |258       |37,843.575 |
|2,664          |1,556   |254       |25,531.275 |
|2,665          |1,554   |252       |111.069    |
|2,666          |1,688   |261       |125.748    |
|2,667          |1,580   |251       |150.7905   |
|2,668          |1,496   |253       |696.528    |
|2,669          |1,494   |255       |8,847.3    |
|2,670          |1,650   |256       |171.0765   |
|2,671          |1,654   |259       |20,397.3   |
|2,672          |1,664   |260       |14,628.075 |
|2,673          |1,678   |258       |25,334.925 |
|2,674          |1,616   |254       |278.523    |
|2,675          |1,492   |257       |111.069    |
|2,676          |1,602   |261       |1,796.0355 |
|2,677          |1,540   |251       |748.755    |
|2,678          |1,628   |253       |34,644.225 |
|2,679          |1,604   |255       |1,839.5055 |
|2,680          |1,690   |256       |146.286    |
|2,681          |1,566   |259       |102.564    |
|2,682          |1,698   |260       |150.7905   |
|2,683          |1,560   |258       |13,669.425 |
|2,684          |1,692   |254       |6,444.9    |
|2,685          |1,696   |257       |152,581.275|
|2,686          |1,504   |261       |551.88     |
