|purchaseorderid|purchaseorderdetailid|productid|orderqty|unitprice|
|2,254          |5,013                |932      |550     |39.7635  |
|2,255          |5,014                |437      |3       |37.1805  |
|2,256          |5,015                |347      |3       |43.3755  |
|2,256          |5,016                |348      |3       |41.2755  |
|2,256          |5,017                |349      |3       |45.549   |
|2,257          |5,018                |931      |550     |34.3455  |
|2,257          |5,019                |932      |550     |39.2385  |
|2,258          |5,020                |349      |3       |45.444   |
|2,259          |5,021                |928      |550     |32.7705  |
|2,259          |5,022                |929      |550     |37.086   |
|2,259          |5,023                |930      |550     |43.0395  |
|2,260          |5,024                |332      |550     |10.815   |
|2,261          |5,025                |948      |550     |82.8345  |
|2,261          |5,026                |907      |550     |82.8345  |
|2,262          |5,027                |325      |1,250   |0.21     |
|2,262          |5,028                |326      |1,250   |0.21     |
|2,263          |5,029                |322      |60      |28.6965  |
|2,264          |5,030                |930      |550     |42.5145  |
|2,264          |5,031                |921      |550     |5.586    |
|2,265          |5,032                |952      |60      |15.7395  |
|2,266          |5,033                |933      |550     |43.4595  |
|2,266          |5,034                |934      |550     |37.6215  |
|2,266          |5,035                |922      |550     |6.531    |
|2,266          |5,036                |923      |550     |6.1845   |
|2,267          |5,037                |317      |550     |29.5785  |
|2,267          |5,038                |318      |550     |36.099   |
|2,267          |5,039                |319      |550     |48.5835  |
|2,268          |5,040                |928      |550     |32.2455  |
|2,268          |5,041                |929      |550     |36.561   |
|2,269          |5,042                |319      |550     |46.4205  |
|2,270          |5,043                |370      |3       |43.3965  |
|2,270          |5,044                |371      |3       |39.123   |
|2,270          |5,045                |372      |3       |37.023   |
|2,271          |5,046                |2        |3       |41.916   |
|2,272          |5,047                |1        |3       |50.2635  |
|2,273          |5,048                |361      |3       |49.854   |
|2,273          |5,049                |362      |3       |45.5805  |
|2,273          |5,050                |363      |3       |43.4805  |
|2,274          |5,051                |530      |550     |16.086   |
|2,275          |5,052                |4        |3       |57.0255  |
|2,276          |5,053                |512      |550     |37.086   |
|2,277          |5,054                |513      |550     |26.5965  |
|2,278          |5,055                |317      |550     |27.0585  |
|2,278          |5,056                |318      |550     |33.579   |
|2,278          |5,057                |319      |550     |46.0635  |
|2,279          |5,058                |417      |3       |41.244   |
|2,279          |5,059                |418      |3       |36.9705  |
|2,279          |5,060                |419      |3       |34.8705  |
|2,279          |5,061                |420      |3       |39.144   |
|2,279          |5,062                |421      |3       |47.5755  |
|2,280          |5,063                |433      |3       |43.3965  |
|2,280          |5,064                |434      |3       |39.123   |
|2,280          |5,065                |435      |3       |37.023   |
|2,281          |5,066                |322      |60      |25.4205  |
|2,282          |5,067                |443      |3       |39.123   |
|2,282          |5,068                |444      |3       |37.023   |
|2,283          |5,069                |941      |550     |62.9895  |
|2,284          |5,070                |320      |3       |45.3705  |
|2,284          |5,071                |321      |3       |40.488   |
|2,285          |5,072                |504      |3       |48.762   |
|2,286          |5,073                |497      |3       |34.188   |
|2,287          |5,074                |323      |3       |50.2635  |
|2,288          |5,075                |523      |550     |10.731   |
|2,288          |5,076                |524      |550     |14.1225  |
|2,289          |5,077                |495      |60      |63.693   |
|2,289          |5,078                |496      |60      |48.909   |
|2,290          |5,079                |908      |550     |21.0945  |
|2,290          |5,080                |909      |550     |30.4395  |
|2,290          |5,081                |910      |550     |40.9395  |
|2,291          |5,082                |506      |60      |9.198    |
|2,292          |5,083                |351      |550     |5.775    |
|2,292          |5,084                |352      |550     |1.155    |
|2,293          |5,085                |507      |550     |23.394   |
|2,293          |5,086                |508      |550     |27.6465  |
|2,294          |5,087                |355      |550     |1.365    |
|2,294          |5,088                |940      |550     |62.9895  |
|2,295          |5,089                |351      |550     |6.195    |
|2,295          |5,090                |352      |550     |1.47     |
|2,295          |5,091                |679      |550     |6.195    |
|2,296          |5,092                |507      |550     |22.1655  |
|2,296          |5,093                |508      |550     |29.2845  |
|2,297          |5,094                |491      |3       |19.9815  |
|2,298          |5,095                |349      |3       |39.144   |
|2,299          |5,096                |935      |550     |31.4895  |
|2,299          |5,097                |936      |550     |48.2895  |
|2,300          |5,098                |386      |3       |45.444   |
|2,300          |5,099                |387      |3       |41.1705  |
|2,300          |5,100                |388      |3       |39.0705  |
|2,301          |5,101                |483      |550     |9.6915   |
|2,301          |5,102                |484      |550     |6.8775   |
|2,301          |5,103                |485      |550     |7.8015   |
|2,301          |5,104                |486      |550     |8.757    |
|2,302          |5,105                |402      |3       |47.4705  |
|2,303          |5,106                |512      |550     |34.9755  |
|2,304          |5,107                |403      |3       |45.3705  |
|2,304          |5,108                |404      |3       |49.644   |
|2,305          |5,109                |525      |550     |2.3205   |
|2,306          |5,110                |526      |550     |3.6435   |
|2,307          |5,111                |908      |550     |21.0945  |
|2,307          |5,112                |909      |550     |30.4395  |
|2,307          |5,113                |913      |550     |40.9395  |
|2,308          |5,114                |356      |60      |3.6015   |
|2,308          |5,115                |357      |60      |3.9795   |
|2,309          |5,116                |935      |550     |31.4895  |
|2,309          |5,117                |936      |550     |48.2895  |
|2,310          |5,118                |524      |550     |12.9675  |
|2,311          |5,119                |911      |550     |21.0945  |
|2,311          |5,120                |912      |550     |30.4395  |
|2,312          |5,121                |910      |550     |40.9395  |
|2,313          |5,122                |937      |550     |62.9895  |
|2,314          |5,123                |463      |3       |47.523   |
|2,314          |5,124                |464      |3       |45.423   |
|2,315          |5,125                |462      |3       |47.6805  |
|2,316          |5,126                |510      |550     |23.4045  |
|2,316          |5,127                |511      |550     |27.867   |
|2,317          |5,128                |527      |550     |6.7515   |
|2,318          |5,129                |938      |550     |31.4895  |
|2,318          |5,130                |939      |550     |48.2895  |
|2,318          |5,131                |509      |550     |36.2775  |
|2,319          |5,132                |495      |60      |62.9265  |
|2,319          |5,133                |496      |60      |49.6545  |
|2,320          |5,134                |523      |550     |10.3845  |
|2,321          |5,135                |429      |3       |41.3805  |
|2,321          |5,136                |430      |3       |45.654   |
|2,321          |5,137                |431      |3       |41.3805  |
|2,321          |5,138                |432      |3       |39.2805  |
|2,322          |5,139                |490      |3       |12.7155  |
|2,322          |5,140                |491      |3       |19.9395  |
|2,323          |5,141                |528      |3       |38.157   |
|2,324          |5,142                |505      |3       |44.2155  |
|2,325          |5,143                |938      |550     |31.4895  |
|2,325          |5,144                |939      |550     |48.2895  |
|2,326          |5,145                |358      |60      |6.9825   |
|2,327          |5,146                |455      |3       |45.423   |
|2,327          |5,147                |456      |3       |49.6965  |
|2,327          |5,148                |457      |3       |45.423   |
|2,327          |5,149                |458      |3       |43.323   |
|2,327          |5,150                |459      |3       |47.5965  |
|2,327          |5,151                |460      |3       |43.323   |
|2,328          |5,152                |356      |60      |3.381    |
|2,328          |5,153                |357      |60      |4.3155   |
|2,329          |5,154                |389      |3       |43.2705  |
|2,329          |5,155                |390      |3       |41.1705  |
|2,329          |5,156                |391      |3       |45.444   |
|2,329          |5,157                |392      |3       |41.1705  |
|2,329          |5,158                |393      |3       |39.0705  |
|2,330          |5,159                |490      |3       |12.3585  |
|2,331          |5,160                |513      |550     |39.1965  |
|2,332          |5,161                |408      |3       |36.9705  |
|2,332          |5,162                |409      |3       |41.244   |
|2,333          |5,163                |933      |550     |43.9845  |
|2,333          |5,164                |934      |550     |38.1465  |
|2,334          |5,165                |422      |3       |47.6805  |
|2,334          |5,166                |423      |3       |45.5805  |
|2,335          |5,167                |341      |3       |47.5755  |
|2,335          |5,168                |342      |3       |45.4755  |
|2,335          |5,169                |343      |3       |49.749   |
|2,335          |5,170                |344      |3       |45.4755  |
|2,335          |5,171                |345      |3       |43.3755  |
|2,335          |5,172                |346      |3       |47.649   |
|2,335          |5,173                |347      |3       |43.3755  |
|2,335          |5,174                |348      |3       |41.2755  |
|2,335          |5,175                |349      |3       |45.549   |
|2,336          |5,176                |931      |550     |34.3455  |
|2,336          |5,177                |932      |550     |39.2385  |
|2,337          |5,178                |341      |3       |47.4705  |
|2,337          |5,179                |342      |3       |45.3705  |
|2,337          |5,180                |343      |3       |49.644   |
|2,337          |5,181                |344      |3       |45.3705  |
|2,337          |5,182                |345      |3       |43.2705  |
|2,337          |5,183                |346      |3       |47.544   |
|2,338          |5,184                |928      |550     |32.7705  |
|2,338          |5,185                |929      |550     |37.086   |
|2,338          |5,186                |930      |550     |43.0395  |
|2,339          |5,187                |332      |550     |10.815   |
|2,340          |5,188                |948      |550     |82.8345  |
|2,340          |5,189                |907      |550     |82.8345  |
|2,341          |5,190                |325      |1,250   |0.21     |
|2,341          |5,191                |326      |1,250   |0.21     |
|2,342          |5,192                |320      |3       |49.644   |
|2,342          |5,193                |321      |3       |44.3205  |
|2,343          |5,194                |930      |550     |42.5145  |
|2,343          |5,195                |921      |550     |5.586    |
|2,344          |5,196                |952      |60      |15.7395  |
|2,345          |5,197                |933      |550     |43.4595  |
|2,345          |5,198                |934      |550     |37.6215  |
|2,345          |5,199                |922      |550     |6.531    |
|2,345          |5,200                |923      |550     |6.1845   |
|2,346          |5,201                |317      |550     |29.5785  |
|2,346          |5,202                |318      |550     |36.099   |
|2,346          |5,203                |319      |550     |48.5835  |
|2,347          |5,204                |928      |550     |32.2455  |
|2,347          |5,205                |929      |550     |36.561   |
|2,348          |5,206                |319      |550     |46.4205  |
|2,349          |5,207                |373      |3       |41.2965  |
|2,349          |5,208                |374      |3       |37.023   |
|2,350          |5,209                |2        |3       |41.916   |
|2,351          |5,210                |1        |3       |50.2635  |
|2,352          |5,211                |364      |3       |47.754   |
|2,352          |5,212                |365      |3       |43.4805  |
|2,353          |5,213                |530      |550     |16.086   |
|2,354          |5,214                |4        |3       |57.0255  |
|2,355          |5,215                |512      |550     |37.086   |
|2,356          |5,216                |513      |550     |26.5965  |
|2,357          |5,217                |317      |550     |27.0585  |
|2,357          |5,218                |318      |550     |33.579   |
|2,357          |5,219                |319      |550     |46.0635  |
|2,358          |5,220                |403      |3       |47.4705  |
|2,358          |5,221                |404      |3       |45.3705  |
|2,358          |5,222                |405      |3       |49.644   |
|2,358          |5,223                |406      |3       |45.3705  |
|2,358          |5,224                |407      |3       |43.2705  |
|2,359          |5,225                |436      |3       |41.2965  |
|2,359          |5,226                |437      |3       |37.023   |
|2,360          |5,227                |320      |3       |47.4705  |
|2,360          |5,228                |321      |3       |42.798   |
|2,360          |5,229                |322      |60      |25.4205  |
|2,361          |5,230                |445      |3       |41.2965  |
|2,361          |5,231                |446      |3       |37.023   |
|2,361          |5,232                |447      |3       |47.6805  |
|2,361          |5,233                |448      |3       |45.5805  |
|2,362          |5,234                |941      |550     |62.9895  |
|2,363          |5,235                |322      |60      |26.3655  |
|2,364          |5,236                |504      |3       |48.762   |
|2,365          |5,237                |497      |3       |34.188   |
|2,366          |5,238                |323      |3       |50.2635  |
|2,367          |5,239                |523      |550     |10.731   |
|2,367          |5,240                |524      |550     |14.1225  |
|2,368          |5,241                |492      |60      |50.2635  |
|2,368          |5,242                |493      |60      |57.1515  |
|2,368          |5,243                |494      |60      |53.2035  |
|2,368          |5,244                |495      |60      |63.693   |
|2,368          |5,245                |496      |60      |48.909   |
|2,369          |5,246                |911      |550     |21.0945  |
|2,369          |5,247                |912      |550     |30.4395  |
|2,369          |5,248                |913      |550     |40.9395  |
|2,369          |5,249                |914      |550     |21.0945  |
|2,369          |5,250                |915      |550     |30.4395  |
|2,370          |5,251                |506      |60      |9.198    |
|2,371          |5,252                |679      |550     |5.775    |
|2,372          |5,253                |507      |550     |23.394   |
|2,372          |5,254                |508      |550     |27.6465  |
|2,373          |5,255                |535      |550     |3.486    |
|2,374          |5,256                |351      |550     |6.195    |
|2,374          |5,257                |352      |550     |1.47     |
|2,375          |5,258                |507      |550     |22.1655  |
|2,375          |5,259                |508      |550     |29.2845  |
|2,376          |5,260                |491      |3       |19.9815  |
|2,377          |5,261                |341      |3       |41.1705  |
|2,377          |5,262                |342      |3       |39.0705  |
|2,377          |5,263                |343      |3       |43.344   |
|2,377          |5,264                |344      |3       |39.0705  |
|2,377          |5,265                |345      |3       |36.9705  |
|2,377          |5,266                |346      |3       |41.244   |
|2,378          |5,267                |935      |550     |31.4895  |
|2,378          |5,268                |936      |550     |48.2895  |
|2,379          |5,269                |389      |3       |43.344   |
|2,379          |5,270                |390      |3       |39.0705  |
|2,379          |5,271                |391      |3       |36.9705  |
|2,379          |5,272                |392      |3       |41.244   |
|2,379          |5,273                |393      |3       |36.9705  |
|2,380          |5,274                |487      |550     |5.8065   |
|2,380          |5,275                |488      |550     |8.862    |
|2,380          |5,276                |489      |550     |10.4685  |
|2,381          |5,277                |402      |3       |47.4705  |
|2,382          |5,278                |510      |550     |23.079   |
|2,382          |5,279                |511      |550     |29.274   |
|2,383          |5,280                |405      |3       |45.3705  |
|2,383          |5,281                |406      |3       |43.2705  |
|2,383          |5,282                |407      |3       |47.544   |
|2,384          |5,283                |525      |550     |2.3205   |
|2,385          |5,284                |526      |550     |3.6435   |
|2,386          |5,285                |908      |550     |21.0945  |
|2,386          |5,286                |909      |550     |30.4395  |
|2,386          |5,287                |913      |550     |40.9395  |
|2,387          |5,288                |356      |60      |3.6015   |
|2,387          |5,289                |357      |60      |3.9795   |
|2,388          |5,290                |935      |550     |31.4895  |
|2,388          |5,291                |936      |550     |48.2895  |
|2,389          |5,292                |524      |550     |12.9675  |
|2,390          |5,293                |911      |550     |21.0945  |
|2,390          |5,294                |912      |550     |30.4395  |
|2,391          |5,295                |910      |550     |40.9395  |
|2,392          |5,296                |937      |550     |62.9895  |
|2,393          |5,297                |465      |3       |49.6965  |
|2,393          |5,298                |466      |3       |45.423   |
|2,393          |5,299                |467      |3       |43.323   |
|2,394          |5,300                |462      |3       |47.6805  |
|2,395          |5,301                |510      |550     |23.4045  |
|2,395          |5,302                |511      |550     |27.867   |
|2,396          |5,303                |527      |550     |6.7515   |
|2,397          |5,304                |938      |550     |31.4895  |
|2,397          |5,305                |939      |550     |48.2895  |
|2,397          |5,306                |509      |550     |36.2775  |
|2,398          |5,307                |492      |60      |50.7465  |
|2,398          |5,308                |493      |60      |58.2645  |
|2,398          |5,309                |494      |60      |50.7465  |
|2,398          |5,310                |495      |60      |62.9265  |
|2,398          |5,311                |496      |60      |49.6545  |
|2,399          |5,312                |523      |550     |10.3845  |
|2,400          |5,313                |433      |3       |43.554   |
|2,400          |5,314                |434      |3       |39.2805  |
|2,400          |5,315                |435      |3       |37.1805  |
|2,401          |5,316                |490      |3       |12.7155  |
|2,401          |5,317                |491      |3       |19.9395  |
|2,402          |5,318                |528      |3       |38.157   |
|2,403          |5,319                |505      |3       |44.2155  |
|2,404          |5,320                |938      |550     |31.4895  |
|2,404          |5,321                |939      |550     |48.2895  |
|2,405          |5,322                |358      |60      |6.9825   |
|2,406          |5,323                |375      |3       |43.2705  |
|2,406          |5,324                |376      |3       |47.544   |
|2,406          |5,325                |377      |3       |43.2705  |
|2,406          |5,326                |378      |3       |41.1705  |
|2,407          |5,327                |356      |60      |3.381    |
|2,407          |5,328                |357      |60      |4.3155   |
|2,408          |5,329                |394      |3       |43.344   |
|2,408          |5,330                |395      |3       |39.0705  |
|2,408          |5,331                |396      |3       |36.9705  |
|2,408          |5,332                |397      |3       |41.244   |
|2,409          |5,333                |490      |3       |12.3585  |
|2,410          |5,334                |513      |550     |39.1965  |
|2,411          |5,335                |410      |3       |36.9705  |
|2,411          |5,336                |411      |3       |34.8705  |
|2,411          |5,337                |412      |3       |39.144   |
|2,411          |5,338                |413      |3       |47.5755  |
|2,412          |5,339                |931      |550     |34.8705  |
|2,412          |5,340                |932      |550     |39.7635  |
|2,413          |5,341                |424      |3       |49.854   |
|2,413          |5,342                |425      |3       |45.5805  |
|2,413          |5,343                |426      |3       |43.4805  |
|2,414          |5,344                |341      |3       |47.5755  |
|2,414          |5,345                |342      |3       |45.4755  |
|2,415          |5,346                |931      |550     |34.3455  |
|2,415          |5,347                |932      |550     |39.2385  |
|2,416          |5,348                |347      |3       |43.2705  |
|2,416          |5,349                |348      |3       |41.1705  |
|2,416          |5,350                |349      |3       |45.444   |
|2,417          |5,351                |928      |550     |32.7705  |
|2,417          |5,352                |929      |550     |37.086   |
|2,417          |5,353                |930      |550     |43.0395  |
|2,418          |5,354                |332      |550     |10.815   |
|2,419          |5,355                |948      |550     |82.8345  |
|2,419          |5,356                |907      |550     |82.8345  |
|2,420          |5,357                |325      |1,250   |0.21     |
|2,420          |5,358                |326      |1,250   |0.21     |
|2,421          |5,359                |322      |60      |28.6965  |
|2,422          |5,360                |930      |550     |42.5145  |
|2,422          |5,361                |921      |550     |5.586    |
|2,423          |5,362                |952      |60      |15.7395  |
|2,424          |5,363                |933      |550     |43.4595  |
|2,424          |5,364                |934      |550     |37.6215  |
|2,425          |5,365                |317      |550     |29.5785  |
|2,425          |5,366                |318      |550     |36.099   |
|2,425          |5,367                |319      |550     |48.5835  |
|2,426          |5,368                |928      |550     |32.2455  |
|2,426          |5,369                |929      |550     |36.561   |
|2,427          |5,370                |319      |550     |46.4205  |
|2,428          |5,371                |359      |3       |47.523   |
|2,428          |5,372                |360      |3       |45.423   |
|2,428          |5,373                |361      |3       |49.6965  |
|2,428          |5,374                |362      |3       |45.423   |
|2,428          |5,375                |363      |3       |43.323   |
|2,429          |5,376                |2        |3       |41.916   |
|2,430          |5,377                |1        |3       |50.2635  |
|2,431          |5,378                |366      |3       |41.3805  |
|2,431          |5,379                |367      |3       |45.654   |
|2,431          |5,380                |368      |3       |41.3805  |
|2,431          |5,381                |369      |3       |39.2805  |
|2,432          |5,382                |530      |550     |16.086   |
|2,433          |5,383                |4        |3       |57.0255  |
|2,434          |5,384                |512      |550     |37.086   |
|2,435          |5,385                |513      |550     |26.5965  |
|2,436          |5,386                |317      |550     |27.0585  |
|2,436          |5,387                |318      |550     |33.579   |
|2,436          |5,388                |319      |550     |46.0635  |
|2,437          |5,389                |408      |3       |47.544   |
|2,437          |5,390                |409      |3       |43.2705  |
|2,437          |5,391                |410      |3       |41.1705  |
|2,437          |5,392                |411      |3       |45.444   |
|2,437          |5,393                |412      |3       |41.1705  |
|2,437          |5,394                |413      |3       |39.0705  |
|2,438          |5,395                |422      |3       |47.523   |
|2,438          |5,396                |423      |3       |45.423   |
|2,438          |5,397                |424      |3       |49.6965  |
|2,438          |5,398                |425      |3       |45.423   |
|2,438          |5,399                |426      |3       |43.323   |
|2,439          |5,400                |320      |3       |47.4705  |
|2,439          |5,401                |321      |3       |42.798   |
|2,439          |5,402                |322      |60      |25.4205  |
|2,440          |5,403                |449      |3       |49.854   |
|2,440          |5,404                |450      |3       |45.5805  |
|2,440          |5,405                |451      |3       |43.4805  |
|2,441          |5,406                |941      |550     |62.9895  |
|2,442          |5,407                |320      |3       |45.3705  |
|2,442          |5,408                |321      |3       |40.488   |
|2,443          |5,409                |504      |3       |48.762   |
|2,444          |5,410                |497      |3       |34.188   |
|2,445          |5,411                |323      |3       |50.2635  |
|2,446          |5,412                |523      |550     |10.731   |
|2,446          |5,413                |524      |550     |14.1225  |
|2,447          |5,414                |492      |60      |50.2635  |
|2,447          |5,415                |493      |60      |57.1515  |
|2,447          |5,416                |494      |60      |53.2035  |
|2,447          |5,417                |495      |60      |63.693   |
|2,447          |5,418                |496      |60      |48.909   |
|2,448          |5,419                |916      |550     |40.9395  |
|2,449          |5,420                |506      |60      |9.198    |
|2,450          |5,421                |351      |550     |5.775    |
|2,450          |5,422                |352      |550     |1.155    |
|2,450          |5,423                |679      |550     |5.775    |
|2,451          |5,424                |507      |550     |23.394   |
|2,451          |5,425                |508      |550     |27.6465  |
|2,452          |5,426                |355      |550     |1.365    |
|2,452          |5,427                |940      |550     |62.9895  |
|2,453          |5,428                |679      |550     |6.195    |
|2,454          |5,429                |507      |550     |22.1655  |
|2,454          |5,430                |508      |550     |29.2845  |
|2,455          |5,431                |491      |3       |19.9815  |
|2,456          |5,432                |347      |3       |36.9705  |
|2,456          |5,433                |348      |3       |34.8705  |
|2,456          |5,434                |349      |3       |39.144   |
|2,457          |5,435                |935      |550     |31.4895  |
|2,457          |5,436                |936      |550     |48.2895  |
|2,458          |5,437                |394      |3       |43.218   |
|2,458          |5,438                |395      |3       |47.4915  |
|2,458          |5,439                |396      |3       |43.2705  |
|2,458          |5,440                |397      |3       |47.544   |
|2,459          |5,441                |476      |550     |15.8865  |
|2,459          |5,442                |477      |550     |11.6655  |
|2,459          |5,443                |478      |550     |11.088   |
|2,459          |5,444                |479      |550     |15.8865  |
|2,459          |5,445                |480      |550     |11.6655  |
|2,460          |5,446                |402      |3       |47.4705  |
|2,461          |5,447                |512      |550     |34.9755  |
|2,462          |5,448                |408      |3       |43.2705  |
|2,462          |5,449                |409      |3       |41.1705  |
|2,463          |5,450                |525      |550     |2.3205   |
|2,464          |5,451                |526      |550     |3.6435   |
|2,465          |5,452                |908      |550     |21.0945  |
|2,465          |5,453                |909      |550     |30.4395  |
|2,465          |5,454                |913      |550     |40.9395  |
|2,466          |5,455                |356      |60      |3.6015   |
|2,466          |5,456                |357      |60      |3.9795   |
|2,467          |5,457                |935      |550     |31.4895  |
|2,467          |5,458                |936      |550     |48.2895  |
|2,468          |5,459                |524      |550     |12.9675  |
|2,469          |5,460                |911      |550     |21.0945  |
|2,469          |5,461                |912      |550     |30.4395  |
|2,470          |5,462                |910      |550     |40.9395  |
|2,471          |5,463                |937      |550     |62.9895  |
|2,472          |5,464                |468      |3       |47.5965  |
|2,472          |5,465                |469      |3       |43.323   |
|2,473          |5,466                |462      |3       |47.6805  |
|2,474          |5,467                |510      |550     |23.4045  |
|2,474          |5,468                |511      |550     |27.867   |
|2,475          |5,469                |527      |550     |6.7515   |
|2,476          |5,470                |938      |550     |31.4895  |
|2,476          |5,471                |939      |550     |48.2895  |
|2,476          |5,472                |509      |550     |36.2775  |
|2,477          |5,473                |492      |60      |50.7465  |
|2,477          |5,474                |493      |60      |58.2645  |
|2,477          |5,475                |494      |60      |50.7465  |
|2,477          |5,476                |495      |60      |62.9265  |
|2,477          |5,477                |496      |60      |49.6545  |
|2,478          |5,478                |523      |550     |10.3845  |
|2,479          |5,479                |436      |3       |41.454   |
|2,479          |5,480                |437      |3       |37.1805  |
|2,480          |5,481                |490      |3       |12.7155  |
|2,480          |5,482                |491      |3       |19.9395  |
|2,481          |5,483                |528      |3       |38.157   |
|2,482          |5,484                |505      |3       |44.2155  |
|2,483          |5,485                |938      |550     |31.4895  |
|2,483          |5,486                |939      |550     |48.2895  |
|2,484          |5,487                |358      |60      |6.9825   |
|2,485          |5,488                |379      |3       |45.444   |
|2,485          |5,489                |380      |3       |41.1705  |
|2,485          |5,490                |381      |3       |39.0705  |
|2,485          |5,491                |438      |3       |47.6805  |
|2,485          |5,492                |439      |3       |45.5805  |
|2,485          |5,493                |440      |3       |49.854   |
|2,485          |5,494                |441      |3       |45.5805  |
|2,485          |5,495                |442      |3       |43.4805  |
|2,485          |5,496                |443      |3       |47.754   |
|2,485          |5,497                |444      |3       |43.4805  |
|2,485          |5,498                |445      |3       |41.3805  |
|2,485          |5,499                |446      |3       |45.654   |
|2,485          |5,500                |447      |3       |41.3805  |
|2,485          |5,501                |448      |3       |39.2805  |
|2,485          |5,502                |449      |3       |43.554   |
|2,485          |5,503                |450      |3       |39.2805  |
|2,485          |5,504                |451      |3       |37.1805  |
|2,485          |5,505                |452      |3       |41.454   |
|2,485          |5,506                |453      |3       |37.1805  |
|2,485          |5,507                |454      |3       |47.523   |
|2,485          |5,508                |455      |3       |45.423   |
|2,485          |5,509                |456      |3       |49.6965  |
|2,485          |5,510                |457      |3       |45.423   |
|2,485          |5,511                |458      |3       |43.323   |
|2,485          |5,512                |459      |3       |47.5965  |
|2,485          |5,513                |460      |3       |43.323   |
|2,486          |5,514                |356      |60      |3.381    |
|2,486          |5,515                |357      |60      |4.3155   |
|2,487          |5,516                |375      |3       |43.2705  |
|2,487          |5,517                |376      |3       |41.1705  |
|2,487          |5,518                |377      |3       |45.444   |
|2,487          |5,519                |378      |3       |41.1705  |
|2,487          |5,520                |379      |3       |39.0705  |
|2,487          |5,521                |380      |3       |43.344   |
|2,488          |5,522                |490      |3       |12.3585  |
|2,489          |5,523                |513      |550     |39.1965  |
|2,490          |5,524                |414      |3       |45.4755  |
|2,490          |5,525                |415      |3       |49.749   |
|2,490          |5,526                |416      |3       |45.4755  |
|2,491          |5,527                |933      |550     |43.9845  |
|2,491          |5,528                |934      |550     |38.1465  |
|2,492          |5,529                |427      |3       |47.754   |
|2,492          |5,530                |428      |3       |43.4805  |
|2,493          |5,531                |343      |3       |49.749   |
|2,493          |5,532                |344      |3       |45.4755  |
|2,493          |5,533                |345      |3       |43.3755  |
|2,494          |5,534                |931      |550     |34.3455  |
|2,494          |5,535                |932      |550     |39.2385  |
|2,495          |5,536                |341      |3       |47.4705  |
|2,495          |5,537                |342      |3       |45.3705  |
|2,495          |5,538                |343      |3       |49.644   |
|2,495          |5,539                |344      |3       |45.3705  |
|2,495          |5,540                |345      |3       |43.2705  |
|2,495          |5,541                |346      |3       |47.544   |
|2,495          |5,542                |347      |3       |43.2705  |
|2,495          |5,543                |348      |3       |41.1705  |
|2,495          |5,544                |349      |3       |45.444   |
|2,496          |5,545                |928      |550     |32.7705  |
|2,496          |5,546                |929      |550     |37.086   |
|2,496          |5,547                |930      |550     |43.0395  |
|2,497          |5,548                |332      |550     |10.815   |
|2,498          |5,549                |948      |550     |82.8345  |
|2,498          |5,550                |907      |550     |82.8345  |
|2,499          |5,551                |325      |1,250   |0.21     |
|2,499          |5,552                |326      |1,250   |0.21     |
|2,500          |5,553                |320      |3       |49.644   |
|2,500          |5,554                |321      |3       |44.3205  |
|2,500          |5,555                |322      |60      |28.6965  |
|2,501          |5,556                |930      |550     |42.5145  |
|2,501          |5,557                |921      |550     |5.586    |
|2,502          |5,558                |952      |60      |15.7395  |
|2,503          |5,559                |922      |550     |6.531    |
|2,503          |5,560                |923      |550     |6.1845   |
|2,504          |5,561                |317      |550     |29.5785  |
|2,504          |5,562                |318      |550     |36.099   |
|2,505          |5,563                |928      |550     |32.2455  |
|2,505          |5,564                |929      |550     |36.561   |
|2,506          |5,565                |319      |550     |46.4205  |
|2,507          |5,566                |364      |3       |47.5965  |
|2,507          |5,567                |365      |3       |43.323   |
|2,507          |5,568                |366      |3       |41.223   |
|2,507          |5,569                |367      |3       |45.4965  |
|2,507          |5,570                |368      |3       |41.223   |
|2,507          |5,571                |369      |3       |39.123   |
|2,508          |5,572                |2        |3       |41.916   |
|2,509          |5,573                |1        |3       |50.2635  |
|2,510          |5,574                |370      |3       |43.554   |
|2,510          |5,575                |371      |3       |39.2805  |
|2,510          |5,576                |372      |3       |37.1805  |
|2,511          |5,577                |530      |550     |16.086   |
|2,512          |5,578                |4        |3       |57.0255  |
|2,513          |5,579                |512      |550     |37.086   |
|2,514          |5,580                |513      |550     |26.5965  |
|2,515          |5,581                |317      |550     |27.0585  |
|2,515          |5,582                |318      |550     |33.579   |
|2,515          |5,583                |319      |550     |46.0635  |
|2,516          |5,584                |414      |3       |43.344   |
|2,516          |5,585                |415      |3       |39.0705  |
|2,516          |5,586                |416      |3       |36.9705  |
|2,516          |5,587                |417      |3       |41.244   |
|2,517          |5,588                |427      |3       |47.5965  |
|2,517          |5,589                |428      |3       |43.323   |
|2,517          |5,590                |429      |3       |41.223   |
|2,517          |5,591                |430      |3       |45.4965  |
|2,517          |5,592                |431      |3       |41.223   |
|2,517          |5,593                |432      |3       |39.123   |
|2,518          |5,594                |320      |3       |47.4705  |
|2,518          |5,595                |321      |3       |42.798   |
|2,518          |5,596                |322      |60      |25.4205  |
|2,519          |5,597                |452      |3       |47.754   |
|2,519          |5,598                |453      |3       |43.4805  |
|2,519          |5,599                |454      |3       |41.3805  |
|2,519          |5,600                |455      |3       |45.654   |
|2,519          |5,601                |456      |3       |41.3805  |
