|salesorderid|product_name                   |orderqty|unitprice |
|50,683      |AWC Logo Cap                    |12      |5.0136    |
|50,688      |Full-Finger Gloves, M           |12      |22.0342   |
|50,688      |Sport-100 Helmet, Red           |12      |19.5136   |
|50,688      |Men's Bib-Shorts, M             |12      |52.1942   |
|50,688      |Sport-100 Helmet, Blue          |12      |19.5136   |
|50,688      |Long-Sleeve Logo Jersey, L      |12      |27.879    |
|50,688      |ML Mountain Rear Wheel          |12      |136.8945  |
|44,534      |Mountain-100 Black, 44          |12      |1,957.4942|
|50,693      |Women's Tights, L               |12      |43.4942   |
|50,699      |Full-Finger Gloves, L           |12      |22.0342   |
|50,703      |Road-650 Red, 62                |12      |454.1342  |
|50,728      |ML Mountain Handlebars          |12      |32.6487   |
|50,728      |ML Headset                      |12      |59.3282   |
|50,748      |Road-650 Black, 58              |12      |454.1342  |
|46,993      |Full-Finger Gloves, L           |12      |22.0342   |
|51,092      |Half-Finger Gloves, M           |12      |14.2042   |
|51,101      |Classic Vest, S                 |12      |36.83     |
|46,997      |Road-650 Red, 60                |12      |454.1342  |
|51,123      |AWC Logo Cap                    |12      |5.2142    |
|51,123      |Water Bottle - 30 oz.           |12      |2.8942    |
|51,123      |Sport-100 Helmet, Red           |12      |15.7455   |
|51,123      |Hydration Pack - 70 oz.         |12      |31.8942   |
|51,123      |Long-Sleeve Logo Jersey, L      |12      |28.9942   |
|51,126      |Touring-2000 Blue, 60           |12      |704.613   |
|51,131      |Short-Sleeve Classic Jersey, S  |12      |31.3142   |
|51,131      |Touring-3000 Yellow, 50         |12      |334.0575  |
|51,131      |Touring-3000 Yellow, 44         |12      |334.0575  |
|47,006      |Full-Finger Gloves, M           |12      |22.0342   |
|51,140      |Road-350-W Yellow, 48           |12      |986.5742  |
|51,143      |Short-Sleeve Classic Jersey, S  |12      |31.3142   |
|51,143      |AWC Logo Cap                    |12      |5.2142    |
|51,143      |Sport-100 Helmet, Blue          |12      |15.7455   |
|51,143      |Road-350-W Yellow, 48           |12      |986.5742  |
|51,143      |Bike Wash - Dissolver           |12      |4.611     |
|47,008      |Long-Sleeve Logo Jersey, L      |12      |27.879    |
|51,147      |Short-Sleeve Classic Jersey, XL |12      |31.3142   |
|51,147      |Sport-100 Helmet, Red           |12      |15.7455   |
|47,012      |Long-Sleeve Logo Jersey, L      |12      |27.879    |
|51,153      |Road-350-W Yellow, 48           |12      |986.5742  |
|51,153      |Road-750 Black, 52              |12      |313.1942  |
|51,154      |Short-Sleeve Classic Jersey, S  |12      |31.3142   |
|51,157      |Half-Finger Gloves, S           |12      |14.2042   |
|47,028      |Full-Finger Gloves, M           |12      |22.0342   |
|51,157      |Hitch Rack - 4-Bike             |12      |69.6      |
|51,157      |Hydration Pack - 70 oz.         |12      |31.8942   |
|51,157      |Sport-100 Helmet, Red           |12      |15.7455   |
|51,160      |LL Mountain Frame - Silver, 42  |12      |153.149   |
|51,160      |Sport-100 Helmet, Red           |12      |15.7455   |
|51,160      |ML Mountain Seat/Saddle         |12      |22.7012   |
|51,160      |Short-Sleeve Classic Jersey, L  |12      |31.3142   |
|47,037      |Sport-100 Helmet, Blue          |12      |19.5136   |
|51,169      |Touring-1000 Yellow, 60         |12      |953.628   |
|46,616      |Road-250 Black, 44              |12      |1,265.3063|
|47,037      |Long-Sleeve Logo Jersey, L      |12      |27.879    |
|51,703      |Hydration Pack - 70 oz.         |12      |31.8942   |
|51,703      |Sport-100 Helmet, Black         |12      |20.2942   |
|51,703      |Road-350-W Yellow, 48           |12      |986.5742  |
|51,711      |Women's Mountain Shorts, S      |12      |40.5942   |
|47,040      |Full-Finger Gloves, L           |12      |22.0342   |
|51,712      |Classic Vest, S                 |12      |36.83     |
|51,721      |Hydration Pack - 70 oz.         |12      |31.8942   |
|51,721      |HL Crankset                     |12      |234.8942  |
|51,721      |ML Mountain Frame-W - Silver, 40|12      |211.1722  |
|51,726      |Touring-2000 Blue, 54           |12      |704.613   |
|47,042      |AWC Logo Cap                    |12      |5.0136    |
|51,734      |Classic Vest, M                 |12      |36.83     |
|51,734      |Short-Sleeve Classic Jersey, L  |12      |31.3142   |
|47,042      |Long-Sleeve Logo Jersey, M      |12      |27.879    |
|44,549      |Mountain Bike Socks, M          |12      |5.51      |
|51,735      |HL Touring Frame - Yellow, 54   |12      |582.2678  |
|46,616      |Road-550-W Yellow, 48           |12      |580.2538  |
|51,748      |Half-Finger Gloves, M           |12      |14.2042   |
|46,622      |Full-Finger Gloves, M           |12      |22.0342   |
|47,055      |Women's Tights, S               |12      |43.4942   |
|51,751      |Short-Sleeve Classic Jersey, L  |12      |31.3142   |
|51,761      |AWC Logo Cap                    |12      |5.2142    |
|51,761      |Short-Sleeve Classic Jersey, S  |12      |31.3142   |
|51,761      |Classic Vest, S                 |12      |36.83     |
|51,761      |Water Bottle - 30 oz.           |12      |2.8942    |
|51,761      |Hydration Pack - 70 oz.         |12      |31.8942   |
|51,763      |Classic Vest, S                 |12      |36.83     |
|51,763      |Short-Sleeve Classic Jersey, XL |12      |31.3142   |
|51,774      |Short-Sleeve Classic Jersey, L  |12      |31.3142   |
|44,742      |AWC Logo Cap                    |12      |5.0136    |
|47,352      |Full-Finger Gloves, M           |12      |22.0342   |
|51,780      |Racing Socks, L                 |12      |5.2142    |
|46,625      |Men's Bib-Shorts, M             |12      |52.1942   |
|47,355      |Women's Tights, L               |12      |43.4942   |
|51,789      |Classic Vest, M                 |12      |36.83     |
|51,789      |Long-Sleeve Logo Jersey, M      |12      |28.9942   |
|51,789      |Long-Sleeve Logo Jersey, XL     |12      |28.9942   |
|51,789      |Half-Finger Gloves, M           |12      |14.2042   |
|51,806      |Long-Sleeve Logo Jersey, L      |12      |28.9942   |
|51,810      |Hydration Pack - 70 oz.         |12      |31.8942   |
|51,814      |HL Touring Frame - Yellow, 54   |12      |582.2678  |
|46,625      |Full-Finger Gloves, L           |12      |22.0342   |
|51,830      |Short-Sleeve Classic Jersey, XL |12      |31.3142   |
|44,283      |Road-650 Black, 52              |12      |405.477   |
|51,837      |AWC Logo Cap                    |12      |5.2142    |
|51,837      |Patch Kit/8 Patches             |12      |1.3282    |
|51,837      |Short-Sleeve Classic Jersey, L  |12      |31.3142   |
|51,839      |Short-Sleeve Classic Jersey, L  |12      |31.3142   |
|51,839      |Sport-100 Helmet, Black         |12      |20.2942   |
|51,839      |Long-Sleeve Logo Jersey, M      |12      |28.9942   |
|46,626      |Full-Finger Gloves, M           |12      |22.0342   |
|51,850      |Touring-1000 Blue, 60           |12      |1,382.7606|
|51,857      |Front Derailleur                |12      |53.0642   |
|51,858      |Touring-2000 Blue, 54           |12      |704.613   |
|51,858      |Touring-1000 Blue, 60           |12      |1,382.7606|
|53,457      |Mountain-200 Black, 38          |12      |1,331.0942|
|53,458      |Bike Wash - Dissolver           |12      |4.611     |
|53,458      |Touring-2000 Blue, 60           |12      |704.613   |
|53,458      |Sport-100 Helmet, Blue          |12      |20.2942   |
|53,458      |HL Touring Frame - Yellow, 60   |12      |582.2678  |
|53,458      |Touring-3000 Blue, 54           |12      |334.0575  |
|53,460      |Short-Sleeve Classic Jersey, S  |12      |31.3142   |
|47,362      |Full-Finger Gloves, L           |12      |22.0342   |
|53,464      |Racing Socks, M                 |12      |5.2142    |
|53,465      |Sport-100 Helmet, Red           |12      |20.2942   |
|53,465      |LL Mountain Handlebars          |12      |25.8332   |
|47,365      |HL Mountain Rear Wheel          |12      |189.7847  |
|53,465      |Long-Sleeve Logo Jersey, L      |12      |28.9942   |
|53,472      |Classic Vest, S                 |12      |36.83     |
|53,472      |Road-550-W Yellow, 40           |12      |649.8842  |
|53,472      |Classic Vest, M                 |12      |36.83     |
|47,366      |Long-Sleeve Logo Jersey, L      |12      |27.879    |
|53,475      |Classic Vest, S                 |12      |36.83     |
|47,366      |Sport-100 Helmet, Red           |12      |19.5136   |
|46,630      |Full-Finger Gloves, M           |12      |22.0342   |
|53,483      |Half-Finger Gloves, S           |12      |14.2042   |
|47,369      |Long-Sleeve Logo Jersey, L      |12      |27.879    |
|53,483      |Long-Sleeve Logo Jersey, M      |12      |28.9942   |
|53,483      |Long-Sleeve Logo Jersey, L      |12      |28.9942   |
|53,483      |Hydration Pack - 70 oz.         |12      |31.8942   |
|53,485      |Half-Finger Gloves, M           |12      |14.2042   |
|47,369      |Long-Sleeve Logo Jersey, M      |12      |27.879    |
|53,513      |Sport-100 Helmet, Red           |12      |20.2942   |
|53,513      |Sport-100 Helmet, Black         |12      |20.2942   |
|47,369      |Road-250 Red, 44                |12      |1,417.143 |
|53,518      |Mountain-200 Black, 42          |12      |1,331.0942|
|53,518      |ML Mountain Handlebars          |12      |35.9136   |
|53,518      |Long-Sleeve Logo Jersey, L      |12      |28.9942   |
|53,518      |Short-Sleeve Classic Jersey, XL |12      |31.3142   |
|44,774      |Mountain Bike Socks, M          |12      |5.51      |
|53,524      |Hydration Pack - 70 oz.         |12      |31.8942   |
|53,524      |Half-Finger Gloves, M           |12      |14.2042   |
|53,524      |AWC Logo Cap                    |12      |5.2142    |
|53,524      |Sport-100 Helmet, Black         |12      |20.2942   |
|53,526      |Racing Socks, L                 |12      |5.2142    |
|53,530      |Half-Finger Gloves, S           |12      |14.2042   |
|44,792      |Mountain Bike Socks, M          |12      |5.51      |
|47,395      |Road-650 Red, 62                |12      |454.1342  |
|46,643      |Road-650 Red, 62                |12      |454.1342  |
|53,541      |Long-Sleeve Logo Jersey, L      |12      |28.9942   |
|47,395      |Road-250 Black, 44              |12      |1,265.3063|
|46,643      |Road-650 Red, 44                |12      |234.897   |
|53,565      |Long-Sleeve Logo Jersey, L      |12      |28.9942   |
|46,643      |Road-550-W Yellow, 38           |12      |580.2538  |
|47,395      |LL Road Frame - Red, 44         |12      |195.5876  |
|53,573      |Women's Mountain Shorts, L      |12      |40.5942   |
|53,573      |Chain                           |12      |11.7392   |
|46,643      |Road-250 Red, 44                |12      |1,417.143 |
|44,795      |Mountain-100 Silver, 44         |12      |1,971.9942|
|53,605      |Touring-2000 Blue, 54           |12      |704.613   |
|53,608      |Women's Mountain Shorts, L      |12      |40.5942   |
|53,613      |Classic Vest, S                 |12      |36.83     |
|53,614      |Hitch Rack - 4-Bike             |12      |69.6      |
|53,615      |Short-Sleeve Classic Jersey, XL |12      |31.3142   |
|53,616      |Long-Sleeve Logo Jersey, M      |12      |28.9942   |
|53,616      |Sport-100 Helmet, Red           |12      |20.2942   |
|53,616      |Hydration Pack - 70 oz.         |12      |31.8942   |
|53,621      |ML Mountain Frame-W - Silver, 40|12      |211.1722  |
|55,241      |Women's Mountain Shorts, L      |12      |40.5942   |
|55,243      |Hitch Rack - 4-Bike             |12      |69.6      |
|55,243      |Bike Wash - Dissolver           |12      |4.611     |
|55,245      |Road-750 Black, 48              |12      |313.1942  |
|55,249      |Water Bottle - 30 oz.           |12      |2.8942    |
|47,400      |Half-Finger Gloves, M           |12      |13.6579   |
|55,254      |Sport-100 Helmet, Black         |12      |20.2942   |
|44,797      |Long-Sleeve Logo Jersey, L      |12      |27.879    |
|47,403      |Sport-100 Helmet, Black         |12      |19.5136   |
|55,254      |AWC Logo Cap                    |12      |5.2142    |
|55,254      |Classic Vest, M                 |12      |36.83     |
|55,260      |Women's Mountain Shorts, S      |12      |40.5942   |
|44,285      |Mountain Bike Socks, M          |12      |5.51      |
|55,264      |Sport-100 Helmet, Red           |12      |20.2942   |
|55,268      |Hydration Pack - 70 oz.         |12      |31.8942   |
|55,268      |Hitch Rack - 4-Bike             |12      |69.6      |
|55,268      |Half-Finger Gloves, M           |12      |14.2042   |
|55,269      |Short-Sleeve Classic Jersey, XL |12      |31.3142   |
|55,269      |Hitch Rack - 4-Bike             |12      |69.6      |
|55,269      |Road-350-W Yellow, 48           |12      |986.5742  |
|55,275      |ML Mountain Frame-W - Silver, 40|12      |211.1722  |
|55,282      |Sport-100 Helmet, Red           |12      |20.2942   |
|55,282      |Sport-100 Helmet, Black         |12      |20.2942   |
|47,416      |Road-650 Red, 62                |12      |454.1342  |
|55,294      |Short-Sleeve Classic Jersey, S  |12      |31.3142   |
|55,294      |Hitch Rack - 4-Bike             |12      |69.6      |
|55,297      |Women's Mountain Shorts, S      |12      |40.5942   |
|55,297      |Classic Vest, S                 |12      |36.83     |
|47,416      |Road-650 Red, 48                |12      |454.1342  |
|55,301      |Short-Sleeve Classic Jersey, L  |12      |31.3142   |
|47,416      |Men's Bib-Shorts, M             |12      |52.1942   |
|44,305      |Mountain Bike Socks, M          |12      |5.51      |
|55,311      |Water Bottle - 30 oz.           |12      |2.8942    |
|47,416      |Cable Lock                      |12      |14.5      |
|47,422      |AWC Logo Cap                    |12      |5.0136    |
|55,323      |Long-Sleeve Logo Jersey, L      |12      |28.9942   |
|55,323      |AWC Logo Cap                    |12      |5.2142    |
|47,422      |Women's Tights, S               |12      |43.4942   |
|55,323      |Short-Sleeve Classic Jersey, XL |12      |31.3142   |
|55,328      |Short-Sleeve Classic Jersey, L  |12      |31.3142   |
|47,435      |Full-Finger Gloves, L           |12      |22.0342   |
|57,012      |Bike Wash - Dissolver           |12      |4.611     |
|57,012      |Half-Finger Gloves, M           |12      |14.2042   |
|47,435      |Men's Bib-Shorts, M             |12      |52.1942   |
|57,023      |Classic Vest, M                 |12      |36.83     |
|47,439      |Long-Sleeve Logo Jersey, XL     |12      |27.879    |
|47,439      |Women's Tights, S               |12      |43.4942   |
|57,046      |Classic Vest, S                 |12      |36.83     |
|57,046      |Sport-100 Helmet, Blue          |12      |20.2942   |
|57,046      |Women's Mountain Shorts, L      |12      |40.5942   |
|46,648      |Full-Finger Gloves, L           |12      |22.0342   |
|57,051      |Hydration Pack - 70 oz.         |12      |31.8942   |
|57,051      |Water Bottle - 30 oz.           |12      |2.8942    |
|57,054      |Touring-3000 Yellow, 62         |12      |430.563   |
|57,061      |AWC Logo Cap                    |12      |5.2142    |
|57,061      |Hydration Pack - 70 oz.         |12      |31.8942   |
|47,451      |HL Mountain Rear Wheel          |12      |189.7847  |
|57,065      |Classic Vest, M                 |12      |36.83     |
|57,067      |Bike Wash - Dissolver           |12      |4.611     |
|47,451      |Full-Finger Gloves, M           |12      |22.0342   |
|57,086      |Long-Sleeve Logo Jersey, L      |12      |28.9942   |
|57,099      |Long-Sleeve Logo Jersey, L      |12      |28.9942   |
|57,099      |Sport-100 Helmet, Black         |12      |20.2942   |
|46,651      |Full-Finger Gloves, L           |12      |22.0342   |
|57,105      |Mountain-400-W Silver, 40       |12      |446.3042  |
|57,105      |Women's Mountain Shorts, L      |12      |40.5942   |
|57,122      |Water Bottle - 30 oz.           |12      |2.8942    |
|57,122      |Long-Sleeve Logo Jersey, M      |12      |28.9942   |
|57,132      |Sport-100 Helmet, Red           |12      |20.2942   |
|47,666      |Mountain-200 Black, 46          |12      |1,188.477 |
|57,143      |HL Touring Frame - Yellow, 54   |12      |582.2678  |
|51,123      |Long-Sleeve Logo Jersey, XL     |11      |28.9942   |
|51,121      |Long-Sleeve Logo Jersey, L      |11      |28.9942   |
|51,120      |Women's Mountain Shorts, L      |11      |40.5942   |
|51,120      |Hitch Rack - 4-Bike             |11      |69.6      |
|51,109      |Hitch Rack - 4-Bike             |11      |69.6      |
|53,536      |Half-Finger Gloves, S           |11      |14.2042   |
|46,997      |Road-650 Red, 48                |11      |454.1342  |
|51,101      |Short-Sleeve Classic Jersey, XL |11      |31.3142   |
|51,101      |Racing Socks, L                 |11      |5.2142    |
|53,536      |Long-Sleeve Logo Jersey, M      |11      |28.9942   |
|46,994      |Full-Finger Gloves, M           |11      |22.0342   |
|53,536      |Sport-100 Helmet, Blue          |11      |20.2942   |
|51,090      |Women's Mountain Shorts, L      |11      |40.5942   |
|65,177      |Road-750 Black, 48              |11      |313.1942  |
|48,033      |Road-650 Black, 52              |11      |454.1342  |
|58,932      |AWC Logo Cap                    |11      |5.2142    |
|53,542      |Women's Mountain Shorts, S      |11      |40.5942   |
|51,081      |Long-Sleeve Logo Jersey, L      |11      |28.9942   |
|65,160      |Short-Sleeve Classic Jersey, XL |11      |31.3142   |
|46,614      |Sport-100 Helmet, Blue          |11      |16.8221   |
|65,160      |Road-350-W Yellow, 40           |11      |986.5742  |
|50,738      |Sport-100 Helmet, Blue          |11      |19.5136   |
|53,562      |Half-Finger Gloves, M           |11      |14.2042   |
|44,100      |Mountain-100 Black, 44          |11      |1,957.4942|
|50,728      |Full-Finger Gloves, L           |11      |22.0342   |
|47,696      |Full-Finger Gloves, L           |11      |22.0342   |
|50,727      |Road-650 Red, 62                |11      |454.1342  |
|46,614      |Cable Lock                      |11      |14.5      |
|46,614      |Half-Finger Gloves, M           |11      |13.6579   |
|50,693      |Sport-100 Helmet, Red           |11      |19.5136   |
|50,688      |Full-Finger Gloves, L           |11      |22.0342   |
|47,395      |Road-650 Black, 60              |11      |454.1342  |
|50,683      |Women's Tights, L               |11      |43.4942   |
|53,570      |Water Bottle - 30 oz.           |11      |2.8942    |
|50,683      |LL Road Frame - Red, 62         |11      |195.5876  |
|46,987      |Men's Bib-Shorts, M             |11      |52.1942   |
|50,672      |Road-650 Black, 52              |11      |454.1342  |
|50,668      |Full-Finger Gloves, M           |11      |22.0342   |
|48,033      |Women's Tights, L               |11      |43.4942   |
|46,987      |Long-Sleeve Logo Jersey, L      |11      |27.879    |
|65,158      |Short-Sleeve Classic Jersey, XL |11      |31.3142   |
|53,571      |Touring-1000 Yellow, 46         |11      |953.628   |
|58,920      |Half-Finger Gloves, M           |11      |14.2042   |
|63,291      |Mountain-200 Black, 42          |11      |1,331.0942|
|50,663      |Long-Sleeve Logo Jersey, M      |11      |27.879    |
|50,663      |Road-650 Red, 60                |11      |454.1342  |
|50,663      |Road-650 Red, 44                |11      |454.1342  |
|53,573      |LL Mountain Frame - Silver, 42  |11      |153.149   |
|46,610      |Full-Finger Gloves, M           |11      |22.0342   |
|47,397      |Men's Bib-Shorts, M             |11      |52.1942   |
|50,306      |Sport-100 Helmet, Black         |11      |19.5136   |
|46,608      |Minipump                        |11      |11.5942   |
|50,237      |AWC Logo Cap                    |11      |5.0136    |
|48,028      |Women's Tights, S               |11      |43.4942   |
|46,608      |AWC Logo Cap                    |11      |5.0136    |
|46,643      |LL Road Frame - Red, 44         |11      |195.5876  |
|46,643      |Road-650 Red, 48                |11      |454.1342  |
|48,010      |Sport-100 Helmet, Red           |11      |19.5136   |
|50,232      |Road-650 Black, 52              |11      |454.1342  |
|50,226      |Men's Bib-Shorts, M             |11      |52.1942   |
|46,981      |Men's Bib-Shorts, S             |11      |52.1942   |
|46,668      |Men's Sports Shorts, M          |11      |34.7942   |
|53,605      |Touring-1000 Blue, 46           |11      |1,382.7606|
|53,606      |Long-Sleeve Logo Jersey, L      |11      |28.9942   |
|50,218      |Long-Sleeve Logo Jersey, XL     |11      |27.879    |
|46,981      |Road-650 Red, 60                |11      |454.1342  |
|46,608      |Cable Lock                      |11      |14.5      |
|58,919      |Touring-1000 Yellow, 60         |11      |1,382.7606|
|49,893      |Road-650 Red, 60                |11      |454.1342  |
|46,652      |Sport-100 Helmet, Black         |11      |16.8221   |
|46,981      |Women's Tights, S               |11      |43.4942   |
|46,974      |Full-Finger Gloves, L           |11      |22.0342   |
|46,974      |Women's Tights, L               |11      |43.4942   |
|63,223      |Hitch Rack - 4-Bike             |11      |69.6      |
|46,607      |Road-650 Black, 58              |11      |454.1342  |
|47,451      |Mountain-200 Silver, 38         |11      |1,201.4234|
|49,876      |AWC Logo Cap                    |11      |5.0136    |
|53,616      |Road-350-W Yellow, 40           |11      |986.5742  |
|63,216      |Hydration Pack - 70 oz.         |11      |31.8942   |
|49,876      |Men's Bib-Shorts, M             |11      |52.1942   |
|53,616      |Water Bottle - 30 oz.           |11      |2.8942    |
|49,870      |Road-650 Black, 58              |11      |454.1342  |
|46,974      |Men's Bib-Shorts, S             |11      |52.1942   |
|63,216      |Women's Mountain Shorts, S      |11      |40.5942   |
|49,856      |Road-650 Black, 52              |11      |454.1342  |
|49,855      |Women's Tights, S               |11      |43.4942   |
|53,616      |Short-Sleeve Classic Jersey, XL |11      |31.3142   |
|49,851      |Women's Tights, L               |11      |43.4942   |
|53,616      |Short-Sleeve Classic Jersey, S  |11      |31.3142   |
|49,849      |Mountain-300 Black, 40          |11      |626.3942  |
|48,001      |Full-Finger Gloves, L           |11      |22.0342   |
|49,828      |Men's Sports Shorts, S          |11      |34.7942   |
|46,966      |Full-Finger Gloves, M           |11      |22.0342   |
|47,451      |ML Mountain Rear Wheel          |11      |136.8945  |
|46,964      |Women's Tights, S               |11      |43.4942   |
|49,498      |Long-Sleeve Logo Jersey, L      |11      |27.879    |
|46,380      |Mountain-100 Black, 42          |11      |843.7475  |
|49,166      |Mountain-200 Black, 42          |11      |1,188.477 |
|71,886      |Classic Vest, S                 |11      |36.83     |
|55,234      |Classic Vest, S                 |11      |36.83     |
|71,863      |Racing Socks, L                 |11      |5.2142    |
|71,854      |Classic Vest, M                 |11      |36.83     |
|44,518      |Mountain-100 Black, 38          |11      |1,957.4942|
|71,851      |Short-Sleeve Classic Jersey, XL |11      |31.3142   |
|71,851      |Long-Sleeve Logo Jersey, L      |11      |28.9942   |
|55,243      |Hydration Pack - 70 oz.         |11      |31.8942   |
|71,844      |Sport-100 Helmet, Black         |11      |20.2942   |
|49,118      |Road-650 Red, 60                |11      |454.1342  |
|71,839      |Bike Wash - Dissolver           |11      |4.611     |
|47,693      |Full-Finger Gloves, L           |11      |22.0342   |
|63,200      |Classic Vest, M                 |11      |36.83     |
|55,245      |Road-350-W Yellow, 40           |11      |986.5742  |
|55,245      |Road-550-W Yellow, 48           |11      |649.8842  |
|63,133      |Short-Sleeve Classic Jersey, XL |11      |31.3142   |
|71,839      |Hitch Rack - 4-Bike             |11      |69.6      |
|71,830      |Classic Vest, M                 |11      |36.83     |
|71,830      |Sport-100 Helmet, Red           |11      |20.2942   |
|71,819      |Women's Mountain Shorts, S      |11      |40.5942   |
|47,400      |Long-Sleeve Logo Jersey, M      |11      |27.879    |
|49,095      |Mountain-300 Black, 38          |11      |626.3942  |
|71,805      |Short-Sleeve Classic Jersey, XL |11      |31.3142   |
|71,805      |Classic Vest, M                 |11      |36.83     |
|71,805      |Short-Sleeve Classic Jersey, S  |11      |31.3142   |
|63,130      |Racing Socks, L                 |11      |5.2142    |
|71,805      |Long-Sleeve Logo Jersey, M      |11      |28.9942   |
|71,801      |Road-750 Black, 52              |11      |313.1942  |
|71,801      |Half-Finger Gloves, M           |11      |14.2042   |
|71,801      |Road-350-W Yellow, 48           |11      |986.5742  |
|71,801      |Hydration Pack - 70 oz.         |11      |31.8942   |
|71,797      |Water Bottle - 30 oz.           |11      |2.8942    |
|71,795      |Classic Vest, S                 |11      |36.83     |
|71,794      |HL Mountain Pedal               |11      |46.9742   |
|55,254      |Classic Vest, S                 |11      |36.83     |
|46,666      |AWC Logo Cap                    |11      |5.0136    |
|71,784      |Touring-3000 Yellow, 62         |11      |430.563   |
|71,784      |Water Bottle - 30 oz.           |11      |2.8942    |
|47,451      |Mountain-200 Silver, 42         |11      |1,201.4234|
|57,132      |Sport-100 Helmet, Blue          |11      |20.2942   |
|71,783      |Sport-100 Helmet, Black         |11      |20.2942   |
|71,783      |AWC Logo Cap                    |11      |5.2142    |
|46,940      |Long-Sleeve Logo Jersey, L      |11      |27.879    |
|71,783      |Short-Sleeve Classic Jersey, L  |11      |31.3142   |
|61,229      |Half-Finger Gloves, M           |11      |14.2042   |
|61,210      |Short-Sleeve Classic Jersey, XL |11      |31.3142   |
|47,670      |Women's Tights, L               |11      |43.4942   |
|48,746      |Mountain-200 Silver, 42         |11      |1,201.4234|
|47,725      |Women's Tights, L               |11      |43.4942   |
|48,744      |ML Headset                      |11      |59.3282   |
|69,561      |LL Mountain Seat/Saddle         |11      |15.7296   |
|61,200      |Touring-1000 Blue, 60           |11      |1,382.7606|
|61,199      |Mountain-200 Black, 46          |11      |1,331.0942|
|69,540      |Bike Wash - Dissolver           |11      |4.611     |
|61,184      |Touring-3000 Blue, 50           |11      |430.563   |
|47,454      |Long-Sleeve Logo Jersey, L      |11      |27.879    |
|69,540      |Sport-100 Helmet, Blue          |11      |20.2942   |
|69,536      |Women's Mountain Shorts, L      |11      |40.5942   |
|69,535      |Touring-1000 Yellow, 60         |11      |1,382.7606|
|69,535      |Touring-1000 Yellow, 46         |11      |1,382.7606|
|69,533      |Mountain-200 Silver, 38         |11      |1,345.5942|
|47,724      |Women's Tights, S               |11      |43.4942   |
|59,075      |Classic Vest, S                 |11      |36.83     |
|47,724      |Women's Tights, L               |11      |43.4942   |
|46,645      |ML Mountain Rear Wheel          |11      |136.8945  |
|58,908      |Short-Sleeve Classic Jersey, XL |11      |31.3142   |
|46,675      |Women's Tights, S               |11      |43.4942   |
|69,526      |Hydration Pack - 70 oz.         |11      |31.8942   |
|46,648      |Minipump                        |11      |11.5942   |
|69,522      |Hydration Pack - 70 oz.         |11      |31.8942   |
|69,520      |Mountain-200 Silver, 46         |11      |1,345.5942|
|55,276      |HL Touring Frame - Blue, 60     |11      |582.2678  |
|69,475      |Half-Finger Gloves, M           |11      |14.2042   |
|44,518      |Mountain Bike Socks, M          |11      |5.51      |
|47,403      |Long-Sleeve Logo Jersey, M      |11      |27.879    |
|69,475      |Bike Wash - Dissolver           |11      |4.611     |
|69,471      |Mountain-200 Silver, 42         |11      |1,345.5942|
|57,088      |Classic Vest, S                 |11      |36.83     |
|48,341      |Men's Sports Shorts, M          |11      |34.7942   |
|47,416      |AWC Logo Cap                    |11      |5.0136    |
|46,672      |Road-550-W Yellow, 38           |11      |580.2538  |
|69,464      |Sport-100 Helmet, Black         |11      |20.2942   |
|59,073      |Racing Socks, L                 |11      |5.2142    |
|48,336      |Road-250 Black, 44              |11      |1,265.3063|
|69,454      |Sport-100 Helmet, Blue          |11      |20.2942   |
|69,454      |Classic Vest, M                 |11      |36.83     |
|55,283      |Front Derailleur                |11      |53.0642   |
|69,454      |Touring-2000 Blue, 54           |11      |704.613   |
|69,454      |Classic Vest, S                 |11      |36.83     |
|69,442      |Sport-100 Helmet, Black         |11      |20.2942   |
|59,068      |Chain                           |11      |11.7392   |
|69,442      |Women's Mountain Shorts, S      |11      |40.5942   |
|47,721      |Men's Bib-Shorts, M             |11      |52.1942   |
|57,099      |Hydration Pack - 70 oz.         |11      |31.8942   |
|47,416      |Long-Sleeve Logo Jersey, L      |11      |27.879    |
|69,437      |Mountain-200 Black, 42          |11      |1,331.0942|
|69,426      |Hydration Pack - 70 oz.         |11      |31.8942   |
|69,422      |Mountain-200 Silver, 42         |11      |1,345.5942|
|48,311      |Road-650 Black, 52              |11      |454.1342  |
|58,908      |Short-Sleeve Classic Jersey, L  |11      |31.3142   |
|55,297      |ML Mountain Seat/Saddle         |11      |22.7012   |
|47,721      |Road-650 Red, 60                |11      |454.1342  |
|48,311      |Road-650 Red, 60                |11      |454.1342  |
|58,907      |Classic Vest, S                 |11      |36.83     |
|69,408      |Women's Mountain Shorts, S      |11      |40.5942   |
|46,671      |Long-Sleeve Logo Jersey, L      |11      |27.879    |
|69,406      |AWC Logo Cap                    |11      |5.2142    |
|69,401      |Sport-100 Helmet, Blue          |11      |20.2942   |
|55,301      |AWC Logo Cap                    |11      |5.2142    |
|59,023      |Classic Vest, S                 |11      |36.83     |
|48,307      |Long-Sleeve Logo Jersey, XL     |11      |27.879    |
|67,349      |Bike Wash - Dissolver           |11      |4.611     |
|47,720      |Women's Tights, S               |11      |43.4942   |
|47,677      |Sport-100 Helmet, Black         |11      |19.5136   |
|43,898      |Long-Sleeve Logo Jersey, L      |11      |27.879    |
|47,416      |Road-250 Black, 44              |11      |1,265.3063|
|47,416      |Sport-100 Helmet, Red           |11      |19.5136   |
